帕莎蒂娜驳二仓库餐厅 & 帕莎蒂娜烘焙坊,地址:高雄市盐埕区大勇路1号 ,5311106
下港名彭臭豆腐,地址:松山区饶河街189号 ,+886-0937086395
金泰日式料理,地址:台北市内湖区旧宗路二段121巷34号 ,2-87928167
三角埔仙草,地址:台北市万华区汉中街133号 ,23121555
大狗面线,"地址:中国,台北市,中正区南阳街13号, ",+886-2-23120101
Soshow Bar&Restaurant,地址:中山區中山北路一段47號2樓 ,+886-2-25630519
toh-a'桌藏,地址:台北市和平东路2段76巷23弄9号 ,+886-23770952
教父牛排,地址:110台湾台北市信义区松高路19号 ,+886-2-23459922
桦达奶茶,"地址:台北市信义区松寿路12号ATT 4 FUN, 5F",
大姆哥手工蔥抓餅,地址:台北市萬華區漢中街36號,
八月堂,地址:台北市大安区忠孝东路4段45号台北SOGO忠孝馆B1 ,+886-2-87735155
满穗台菜,地址:台北市松江路128号 ,25412020
太阳堂老店,地址:中正区北平西路3号1F ,23830085
阿泉面线,地址:台北市中正区许昌街26之3号 ,23897687
YumYum Deli,地址:大安區忠孝東路四段216巷32弄12號,
兴蓬莱台菜餐厅,地址:台北市士林区中山北路七段55号 ,28771168
乐口福咖啡,地址:南京东路三段89巷5-4号 ,+886-2-25068917
龙都酒楼,地址:台北市中山区中山北路一段105巷18之1号 ,25639293
八拾捌茶轮番所,地址:台北市万华区中华路一段174号 ,23120845
西门车轮饼,地址:萬華區昆明街37號,
八月堂,地址:台北市信義區信義路五段B1F,
鲜定味生猛海鲜,地址:台北市中山区长安东路一段67号 ,25673331
宇治右卫门霜淇淋,地址:台北市万华区汉中街101号 ,23118010
游寿司,地址:台北市大安区金华街201号 ,23225531
寒舍艾丽酒店,地址:台北市信义区松高路 18 号 6 楼,
北平都一处,地址:台北市信义区仁爱路四段506号 ,27297853
争鲜回转寿司,地址:台北市北投区泉源路12号 ,28953960
台北文华东方酒店文华饼房,地址:松山区敦化北路158号文华东方酒店1楼 ,+886-2-27156789
瞒著爹,地址:台北市松山区八德路二段366巷38号 ,27529857
大三元酒楼,地址:中正区衡阳路46号 ,23817180
顶上鱼翅燕窝专卖店,地址:大安区新生南路一段121号 ,27737201
春乃家洋食馆,地址:台北市北投区光明路232号 ,28927711
世运食品,地址:台北市万华区成都路78号 ,23314578
争鲜回转寿司,地址:士林区中正路230号 ,28384250
50岚,地址:100台湾台北市中正區忠孝西路一段47號,
四海一家,地址:台北市松山区八德路四段36巷16号 ,27672407
Robin's 铁板烧,地址:中山区中山北路2段41号 ,+886-2-25231321
狗一下居食酒屋,地址:台北市大安区敦化南路一段190巷18号 （SOGO旁顶好名店城後面第二巷） ,+886-2-27313585
顶尖高手无骨梦幻咸酥鸡,地址:台北市大安区永康街15之8號,
游寿司,地址:大安區麗水街7巷7號,
谢阿姨美食坊,地址:台北市中正区博爱路122号B1 ,23881012
打狗霸,地址:萬華區昆明街46號,
金春发牛肉店,地址:台北市中山区北安路833号 ,+886-2-85091828
小红莓自助火锅城,地址:松山区宝清街24号 ,27676131
九月咖啡,地址:大安区四维路14巷2-1号 ,27051669
陈允宝泉,地址:台北车站大厅微风广场,
新马辣经典麻辣锅,地址:南京东路1段2号2楼 ,+886-2-21002225
50岚,地址:台北市大同区重庆北路一段84号 ,25587150
阿默典藏蛋糕,地址:中正区北平西路3号1楼 ,23618099
先进海产店,地址:台北市松山区延吉街23巷5号 ,25784397
鹅肉城活海鲜,地址:台北市中山区辽宁街77号 ,27522142
黑美林传统台南小吃私藏料理,地址:内湖区内湖路一段231号 ,26570612
庆城海南鸡饭,地址:台北市松山区庆城街16巷8号 ,87121200
money jump亲子餐厅,地址:內湖區民善街127號2樓,
Eslite Tea Room,地址:台北市信义区松高路11号诚品信义店3F ,87893388
双月食品社,地址:中正区青岛东路6-2号,
一品活蝦,"地址:忠孝東路5段195號 Xinyi District, 台北市 110 Taiwan ",+886 2 27560028
Matcha One,地址:台北市大安區永康街75巷16號 ,+886-2-23510811
Flipper’s,地址:10491台湾台北市中山區南京西路14號3F誠品南西店,
太阳蕃茄拉面,地址:台北市中正区忠孝西路一段38号B1F ,23617188
吕桑食堂,地址:台北市中山区中山北路二段59巷5-1号 ,+886-2-25224515
东发号,地址:台北市松山区饶河街94号 ,+886-2-27695739
福田一方凤梨酥,地址:大同區重慶北路二段71-1號,
士林阿亮面线,地址:士林區大南路84號 ,28816860
夠夠肉,地址:松山區光復北路95號 ,+886-2-27565090
三妈臭臭锅,地址:台北市松山区饶河街182号 ,27494316
金色三麦,地址:承德路一段1号4楼 ,77370909
教父牛排DANNY,地址:台北市大安区四维路52巷33号 ,27059911
胡须张鲁肉饭,地址:台北市大安区金山南路二段18号 ,23217959
温州大馄饨,地址:台北市中山区长安东路一段16号,
国宾咸粥,地址:台北市万华区成都路93号,
旬彩乐神乐家,地址:台北市大安区忠孝东路四段45号11F(SOGO忠孝馆) ,89785666
野村寿司,地址:仁愛路四段300巷19弄4號 ,+008862-0227077518
西蜀馔牛肉面,地址:松山区敦化北路120巷78号之2,
四知堂,地址:台北市大安区济南路三段18号 ,+886-287719191
思慕昔,地址:大安區麗水街16號,
王记青蛙下蛋,地址:台北市大同区宁夏路,
唯丰肉松,地址:台北市大安区忠孝东路四段223巷24号 ,27773696
唐宫蒙古烤肉涮羊肉餐厅,地址:台北市中山区松江路283号2楼 ,25051029
小日子商号,地址:台北市罗斯福路四段52巷16弄13号 ,2-2-23660294
瓦城泰国料理,地址:台北市信义区松寿路9号7F ,27239987
吴留手串烧居酒屋,地址:台北市松山区市民大道四段135号 ,25700330
爱玉之梦游仙草,地址:大安區通化街56號,
Cafe'巷,地址:臺北市文山區指南路三段38巷33-5號 ,22348637
这一锅,地址:台北市中山区中山北路三段31号 ,66131336
永和豆浆大王,地址:台北市士林区中正路215号,
犇铁板烧,地址:台北市大安区安和路一段102巷2号 ,27032296
维格饼家,地址:大安区永康街13巷2号,
垦丁蛋蛋ㄉㄨㄞ奶,地址:中正区汀洲路三段165号 ,23685550
台北101食堂,地址:台湾省台北市信義區市府路45號B1,
逸鲜栈,地址:台北市信义区忠孝东路四段500之4号 ,27253555
海邊走走,地址:台北市武昌街二段77號1F,
黑毛屋,地址:三越新光A46楼,
茶汤会,地址:台北市中正區忠孝西路一段36號B1樓,
福岛屋圆圆烧,地址:台北市松山区饶河街夜市内,
VVG Thinking 好样思维,地址:台北市中正区杭州北路红砖六合院C栋 ,23225573
星美饭店,地址:台北士林区前港街38-1号,
聚北海道昆布锅,地址:台北市大安区敦化南路一段245号 ,27717726
Lawry's劳瑞斯牛肋排餐厅,地址:信义区松仁路105号B1F ,27298555
四海豆浆大王,地址:中山区锦州街440号,
原创花雕鸡,地址:松山区市民大道四段181号 ,25772745
大师兄销魂面铺,地址:台北市 中山区中山北路二段42巷36号 10491,
天外天精致麻辣火锅,地址:台北市万华区昆明街76号2F ,23140018
合.Shabu,地址:信义区松仁路28号4楼 ,+886-27239222
老鼎旺 总店,地址:台北市仁爱路四段345巷4弄6号,
辛殿麻辣锅,地址:台北市中山区松江路129-4号,
定食8,地址:中正区林森南路142号2楼 ,23563608
王记青蛙下蛋,地址:士林区文林路101巷口 ,28810202
玖伍牛肉面東,地址:東豐街5號1樓,
福里安花神咖啡館,地址:信義區松壽路9號新光三越信義新天地A92F,
胡须张鲁肉饭,地址:台北市中山区锦州街439号 ,25012989
清真中国牛肉馆,地址:台北市大安区延吉街137巷7弄1号 ,+886-27214771
T.G.I.Friday's 星期五美式餐厅,地址:万华区武昌街二段72号2楼 ,23880679
上善豆家,地址:106台湾台北市大安區復興南路一段107巷16號,
好食多涮涮锅,地址:中山区双城街19巷5号 ,25857222
圆山牛排馆,地址:中山区中山北路四段1号圆山大饭店 ,+886-2-28868888
川渝小吃,地址:大同区南京西路18巷6弄8之1号,
怀念爱玉冰,地址:台北市万华区广州街202之1号 ,23061828
陈董药炖排骨,地址:松山區八德路四段739號,
HANA錵铁板烧餐厅,地址:台北市中山区农安街32号2F ,25967204
乾杯列車,地址:北平西路3號2樓(微風台北車站內),
龙潭豆花,地址:中正区汀州路三段239号,
贰楼餐厅,地址:台北市仁爱路二段108号 ,23579222
四方阿九鲁肉饭,地址:台北市万华区广州街225号 ,23369119
霸味姜母鸭,地址:台北市士林区承德路四段46号 ,28854248
Bigtom,地址:台北市中山北路四段1号圆山饭店麒麟厅1层,
政武牛肉面,地址:大安路一段75巷21号 ,+886-227512238
Fourplay Cusine,地址:台北市大安区东丰街67号 ,27083898
胡须张鲁肉饭,地址:台北市中山区吉林路220号 ,+886-2-5316407
山海楼,地址:100台湾台北市中正區仁愛路二段94號 ,+886-2-23513345
芒果皇帝,地址:台北市大安区永康街2巷2-1号 ,33937856
邀月茶坊,地址:台北市文山区指南路三段40巷6号 ,29392025
顺成蛋糕,地址:台北市大同区市民大道一段209号 ,25525208
苏阿姨比萨屋,地址:大安区光复南路300号 ,27402328
黃巾珍珠奶茶專賣店,"地址:忠孝東路四段205巷3之1號 Da'an District, Taipei, 台北市 106 Taiwan ",+886 2 27319356
Cold Stone Creamery,地址:万华区成都路5号 ,23145380
第一夫人咖啡馆,地址:台北市 中山区中山北路4段1巷1号,
东吉水产超市火锅,地址:台湾台北市万华区西宁南路161号 ,+886-2-23112501
老乾杯,地址:北安路780號3樓 ,85015556
吳留手串燒居酒屋,地址:台北市大安區麗水街5-9號,
WOOLLOOMOOLOO(XY),地址:台北市台北市信义区信义路4段379号 ,87890128
金色三麦Lebledor,地址:台北市信义区松高路11号B1 ,87895911
喂我早餐,地址:大安区建国南路二段11巷18号,
西班牙小酒馆,地址:台北市松山区民生东路三段130巷18弄4号 ,27153707
卖面炎仔,地址:大同区安西街106号 ,25577087
大和日本料理,地址:台北市中山区复兴北路176号 ,25472550
鳗料理京都屋,地址:台北市中山区天津街41号 ,25419803
思慕昔,地址:B1110台湾台北市信義區市府路45號台北101購物中心,
青隅,地址:松山区敦化北路158号文华东方酒店1楼 ,+886-2-27156886
乐天皇朝,地址:110台湾台北市信義區忠孝東路五段68號4樓之10 ,+886-2-27226545
方家鸡肉饭,地址:台北市大同区宁夏路44-2号 ,0919208211
清泉山庄,地址:台北市文山区指南路三段38巷33-3号,
无名日本料理店,地址:台北市万华区昆明街127号,
西門麵店,地址:万华区内江街37号 ,0932114339
林语堂故居-有不为斋餐厅,地址:台北市士林区仰德大道二段141号 ,28625188
小龙饮食,地址:台北市松山区光复南路13巷31号 ,27685661
阿噜米帝王蟹,地址:台北市松山区市民大道四段223号 ,25778989
许记生煎包,地址:师大路49巷10号师大夜市内 ,910083685
山头火拉面,地址:台北市大安区忠孝东路三段300号B2 ,27317533
胡同烧肉,地址:松山区市民大道四段139号,
台北牛乳大王,地址:台北市信义区忠孝东路五段133号 ,27689826
大车轮火车寿司,地址:万华区峨嵋街53号 ,23712701
一兆堂锅物,地址:中正区北平西路3号 ,23751088
富锦树 fujintree,地址:富锦街353巷 ,2749-5225
面屋武藏,地址:台北市中山区中山北路一段121巷18号1F ,25428222
二条通一号,地址:中山区中山北路1段33巷1号 ,25314594
感恩牛羊肉小馆,地址:台北市大同区宁夏路44-1号宁夏夜市内 ,25580651
千叶火锅,地址:台北市万华区中华路一段41号2F ,23317288
劍持屋,地址:松高路19號5樓 ,27233803
VWI BY CHADWANG,地址:台北市中山區復興南路一段36-8號,
无印良品餐厅,地址:110台湾台北市信義區忠孝東路五段8號B2F ,+886-2-23458551
忠南饭馆,地址:台北市大安区仁爱路三段88号 ,27061256
弥生轩,地址:臺北市中正區懷寧街21號 ,+886-2-23312339
苦茶之家,地址:大同区长安西路244号,
Coffee lover’s planet,地址:台北市敦化南路一段246号SOGO B1 ,27524157
秦小姐早餐店,地址:松山区延吉街7-6号 ,25705589
OEC食事処,地址:110台灣台北市信義區光復南路447-24號 ,+886-2-27207772
阿潘厨房,地址:台北市中山区建国北路三段93巷5弄3号 ,+886-2-25045159
台北美福大饭店,地址:台北市中山区乐群二路55号 ,+886-2-77223399
青花骄麻辣火锅,地址:中山區中山北路一段137號,
Toasteria Cafe三号,地址:台北市大安区敦化南路一段169巷3号,
标帜餐厅,地址:台北市信义区忠孝东路五段10号10F ,+886-2-77038887
山里日本料理,地址:中山区南京东路1段9号 ,+886-2-21815137
夏树甜品,地址:台北市大同区迪化街一段240号 ,+886-2-25536580
麻膳堂,地址:台北市信义区松寿路18号 ,27237555
诚记越南面食馆,地址:台北市大安区永康街6巷1号 ,23211579
阳明春天蔬食创作料理,地址:台北市士林区菁山路119-1号 ,28620178
元禾食堂 Flourish,地址:敦化南路一段233巷32號,
星巴克,地址:忠孝东路四段134号 ,+886-2-27406782
田园海鲜餐厅,地址:台北市中山区八德路二段174巷5号 ,27815137
阿三汕头牛肉面,地址:八德路二段312巷7号 ,+886-87722935
小王清汤瓜仔肉,地址:万华区华西街17-4号（华西街夜市内） ,23707118
大桥头米糕,地址:台北市大同区延平北路三段41号 ,+886-25944685
女娘的店,地址:士林区天母东路97号 ,28741981
福州世祖胡椒饼,地址:大南街,
PAUL Bakery,地址:台北市大安区仁爱路四段107号 ,27713200
Gordon Biersch鲜酿啤酒餐厅,地址:信义区松寿路11号2楼,
老熊牛肉面,地址:台北市中正区南海路38-2号 ,23957181
台北亚都丽致大饭店天香楼,地址:中山区民权东路二段41号台北亚都丽致大饭店B1 ,+886-2-25971234
川贺烧烤居酒屋,地址:中山区合江街92号 ,25169957
Orchid Restaurant 蘭,地址:大安區安和路二段83號1F,
鈾咖啡,地址:復興南路一段253巷32號 ,+886-2-27040066
八條老宅麻辣鍋,"地址:林森北路133巷3号,Zhongshan District, 台北市 104,Taiwan ",+886-0225622015
老咖啡Lavazza,地址:台北市大安区敦化南路一段228号2楼 ,27511429
永和豆浆,地址:松隆路,
A8 cafe,地址:台北市大安区和平东路三段67巷8号1F ,+886-2-7328220
Bake Cheese Tart,地址:中山区南京西路15号 ,25673825
廖家牛肉面,地址:台北市大安区金华街98号 ,23517065
小粋鮨割烹,地址:大安區延吉街233巷12號1樓 ,27002777
Mister Donut,地址:中正区忠孝西路一段47-1号B1,
万国卤味,地址:台北市万华区汉中街48号 ,922616614
杨排骨酥面,地址:汉口街二段17号 ,223886488
东一排骨,地址:台北市中正区延平南路61号2楼 ,23811487
Gumgum Beer & Wings 餐酒,地址:台北市信義區光復南路473巷11弄38號 ,+886-2-27585987
芒果恰恰冰馆,地址:台北市大安区光复南路562号 ,279506
明德素食园,地址:信义区松高路11号B2美食街 ,27298969
